BehaviorSpace results (NetLogo 6.1.1),,,,,,,,,,,,,
Simulation.nlogo,,,,,,,,,,,,,
Basic_100_people_End,,,,,,,,,,,,,
04/29/2020 12:18:45:896 -0300,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-16,16,-16,16,,,,,,,,,,
[run number],beta-gov,sigma,pop-size,layout-type,graphics?,test?,debug?,nw-type,[step],count people with [social-distancing?],count people with [not social-distancing?],mean [opinion] of people,standard-deviation [opinion] of people
258,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,863,6,94,0.053231992,0.135235669
257,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,964,4,96,0.055389263,0.135192159
259,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1071,2,98,0.043625515,0.095289353
260,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,891,2,98,0.034718422,0.003812651
261,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,856,7,93,0.077096405,0.188976131
262,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,881,7,93,0.053986962,0.135789017
263,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1051,6,94,0.034000058,0.005295577
264,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,905,6,94,0.044065395,0.094922728
265,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,924,3,97,0.035066914,0.001373545
266,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,918,2,98,0.034951076,0.00237448
267,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,883,5,95,0.044240764,0.096380466
268,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1053,3,97,0.052036175,0.135305906
269,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,916,8,92,0.035116641,8.91E-04
271,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,887,10,90,0.072755311,0.188368171
272,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,925,1,99,0.042970517,0.096863682
273,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,881,6,94,0.055408003,0.134953572
270,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1289,5,95,0.042113794,0.094883315
274,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,932,5,95,0.044175983,0.095896926
275,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,854,3,97,0.043890349,0.096496916
276,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,873,5,95,0.054481156,0.134977259
277,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,906,5,95,0.035078426,0.001211504
280,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,886,9,91,0.054379817,0.1343902
278,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,934,6,94,0.082645219,0.210417694
279,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1008,4,96,0.043957811,0.096296562
281,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,891,2,98,0.044542422,0.095793961
282,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,864,7,93,0.044155574,0.095939169
283,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,939,3,97,0.035054041,0.001406532
285,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,864,7,93,0.054363982,0.134943917
284,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,956,5,95,0.053827145,0.134575962
286,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,872,6,94,0.043802076,0.09528529
287,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,887,5,95,0.03491794,0.002501176
289,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,885,0,100,0.034869737,0.002673876
291,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,903,3,97,0.034697504,0.004130027
288,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,990,3,97,0.034408704,0.003502422
290,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,956,7,93,0.044224365,0.096351386
292,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,877,3,97,0.045071333,0.095752835
293,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,847,7,93,0.084676941,0.209912665
295,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,879,3,97,0.034583789,0.004255481
294,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,982,3,97,0.034080142,0.004643172
296,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,898,8,92,0.053559456,0.134206071
299,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,878,2,98,0.044013532,0.096247476
298,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,900,4,96,0.044730408,0.096260869
297,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,963,6,94,0.043718934,0.094165363
300,0.1,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,890,3,97,0.057813792,0.133259606
301,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,897,7,93,0.074227956,0.188233672
302,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,910,2,98,0.034615005,0.0044618
306,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,900,10,90,0.044490174,0.095863398
305,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,901,4,96,0.04477358,0.09624906
304,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1012,3,97,0.063788363,0.164441895
307,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,940,3,97,0.044595467,0.094867767
308,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,893,3,97,0.034502875,0.004881268
303,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1306,3,97,0.03222346,0.00621941
309,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,864,3,97,0.054101022,0.134699084
310,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,915,2,98,0.034900599,0.002800033
313,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,869,5,95,0.044033197,0.096346595
311,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,891,6,94,0.054504862,0.135091359
312,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,923,3,97,0.044802317,0.09625921
314,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,910,9,91,0.082858948,0.209298857
315,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,883,5,95,0.064100771,0.16454814
316,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,906,0,100,0.034793136,0.003634521
317,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,873,6,94,0.054060308,0.134323479
318,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1014,1,99,0.034135658,0.004279146
320,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,902,2,98,0.044580934,0.096120854
319,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,933,4,96,0.035131141,5.26E-04
321,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,917,5,95,0.034859613,0.003156669
322,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1004,4,96,0.053769091,0.135325458
324,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,976,7,93,0.0538659,0.135191271
325,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,886,9,91,0.064214759,0.16400088
323,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1136,6,94,0.062310096,0.163649367
326,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,872,2,98,0.044247042,0.096250756
327,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,895,4,96,0.034603359,0.004496071
328,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,902,6,94,0.064484969,0.164269402
329,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,921,8,92,0.04445353,0.096031855
330,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,908,4,96,0.034666087,0.004079842
331,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,863,9,91,0.054050403,0.13493463
332,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,899,5,95,0.044614509,0.095597685
333,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,899,6,94,0.054461308,0.135021933
334,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,931,5,95,0.043682975,0.094260787
335,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,914,5,95,0.054008256,0.134885528
336,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,933,7,93,0.064015543,0.163650613
338,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,910,7,93,0.054488448,0.134140844
337,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1000,7,93,0.044236373,0.095561872
339,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,900,4,96,0.044269132,0.094879467
340,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,881,8,92,0.044240905,0.096247301
341,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,926,4,96,0.034773957,0.00340317
342,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,911,5,95,0.044896428,0.096363638
343,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,904,5,95,0.034209746,0.005748816
344,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,984,5,95,0.034330477,0.004430485
346,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,878,4,96,0.05424434,0.135040372
345,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,937,4,96,0.044632406,0.096246585
348,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,859,3,97,0.053797945,0.134750184
347,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,892,5,95,0.043916599,0.096113714
349,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,896,2,98,0.034427719,0.004736196
351,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,901,4,96,0.034330522,0.005233528
350,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,936,6,94,0.044580445,0.095549561
352,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,952,8,92,0.044607936,0.095988814
354,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,932,5,95,0.054254768,0.135421654
356,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,871,3,97,0.05402191,0.135256378
355,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,899,4,96,0.044704136,0.095944075
353,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1049,5,95,0.043152774,0.096805316
357,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,970,8,92,0.053969696,0.133854747
358,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,886,4,96,0.044388757,0.095065666
359,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,913,8,92,0.044912233,0.09588697
360,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,906,2,98,0.053592501,0.133532014
362,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,883,3,97,0.03454365,0.004530984
361,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,912,4,96,0.044788274,0.095855071
363,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,906,5,95,0.034867754,0.002906177
364,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,931,5,95,0.044368372,0.096400318
365,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,926,3,97,0.035048113,0.001559354
366,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,950,6,94,0.053597761,0.13366353
367,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,951,6,94,0.06359482,0.16457788
368,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,918,4,96,0.034627191,0.004038413
369,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,884,3,97,0.034364914,0.005288979
371,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,898,6,94,0.034617421,0.004071048
372,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,920,6,94,0.054229411,0.135055991
370,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1096,5,95,0.043012814,0.09672132
373,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,870,3,97,0.034365283,0.00500975
376,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,894,8,92,0.034604456,0.004360051
375,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,930,2,98,0.034916451,0.002508747
377,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,920,3,97,0.054144891,0.134127322
374,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,1124,5,95,0.033923649,0.003437653
378,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,931,6,94,0.044504233,0.095748555
380,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,907,7,93,0.054671308,0.135049313
379,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,944,5,95,0.035102523,9.80E-04
381,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,920,2,98,0.034771025,0.003649972
382,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,909,6,94,0.07315542,0.188344831
383,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,891,8,92,0.074388489,0.189399535
384,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,920,8,92,0.063258799,0.164227642
385,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,889,7,93,0.06369374,0.164245384
386,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,905,4,96,0.04444902,0.095833233
387,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,880,3,97,0.044211801,0.096476947
388,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,908,4,96,0.044418298,0.095171266
389,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,908,7,93,0.044683176,0.09591757
390,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,850,6,94,0.053865649,0.13533688
391,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,909,8,92,0.044853765,0.096468168
392,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,901,2,98,0.034621742,0.004405221
394,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,884,7,93,0.054140616,0.134519214
393,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,955,3,97,0.034567073,0.004224761
395,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,890,5,95,0.054337415,0.135293567
397,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,866,6,94,0.06377087,0.164164679
396,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,926,5,95,0.053615469,0.134014046
398,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,984,5,95,0.053516898,0.133825862
399,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,911,7,93,0.044682655,0.095894736
400,0.1,1,100,random,FALSE,FALSE,FALSE,uniform,884,6,94,0.05403922,0.135464103
402,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,926,7,93,0.055577615,0.13560134
401,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,936,7,93,0.054694758,0.134007833
404,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,925,2,98,0.055542907,0.134593479
405,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,915,6,94,0.055064536,0.134358107
407,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,940,4,96,0.035137708,0.004399625
406,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,964,5,95,0.044517387,0.096405511
408,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,954,6,94,0.054255555,0.135229809
403,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1110,7,93,0.053974353,0.135378333
410,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,914,4,96,0.054761314,0.134277774
412,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,925,4,96,0.045335689,0.095987529
413,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,859,4,96,0.054201907,0.135400886
409,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,989,4,96,0.055079913,0.135119227
414,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,896,5,95,0.055038681,0.134932513
411,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1102,5,95,0.054115257,0.135392769
415,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1054,5,95,0.055188251,0.13537706
416,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1081,4,96,0.034967656,0.004016326
417,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,916,4,96,0.035396468,0.002102483
418,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,921,6,94,0.0540931,0.134677378
421,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,920,3,97,0.034727851,0.005517701
420,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,960,9,91,0.065730345,0.164880396
422,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,915,6,94,0.035349366,0.002606671
423,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,902,5,95,0.044887549,0.096454258
419,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1148,6,94,0.033672074,0.006477773
424,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,898,1,99,0.034544521,0.005615827
425,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,939,6,94,0.04532828,0.096346206
428,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,901,7,93,0.054701882,0.134625614
426,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,925,4,96,0.044898632,0.094977023
427,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,945,7,93,0.045449239,0.095786151
429,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,968,7,93,0.055079674,0.134779996
430,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,977,1,99,0.034750127,0.005080378
431,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,922,5,95,0.044751935,0.095209781
432,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1075,2,98,0.034855315,0.003252901
433,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,888,6,94,0.064649848,0.164581827
434,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,899,6,94,0.034641211,0.00552231
436,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,926,7,93,0.044689908,0.094838221
435,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,954,3,97,0.045346365,0.096287183
437,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,926,3,97,0.045282281,0.095618799
439,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,944,4,96,0.045079891,0.096271627
438,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,947,1,99,0.045065614,0.095044699
440,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,957,2,98,0.03559535,0.001453443
441,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,925,0,100,0.035133712,0.003771346
442,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,989,8,92,0.054613798,0.135182666
444,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,904,3,97,0.044910178,0.096325436
445,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,931,4,96,0.035260595,0.002675821
443,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1117,6,94,0.033906145,0.006361009
446,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,984,5,95,0.06491108,0.163222424
447,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,971,1,99,0.03555316,0.002345929
448,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,978,6,94,0.045011771,0.096119048
449,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,904,3,97,0.04490023,0.095402663
450,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,934,1,99,0.035479563,0.002809415
451,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,941,2,98,0.035335636,0.002646593
452,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,898,2,98,0.035123869,0.00342584
453,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,899,4,96,0.044527914,0.096304514
455,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,931,7,93,0.04499519,0.095692171
454,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,969,6,94,0.035537017,0.00175969
456,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,972,2,98,0.035145681,0.003343948
457,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,932,4,96,0.045562566,0.095321378
459,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,885,6,94,0.05439882,0.135053811
460,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,919,6,94,0.034913997,0.004970554
458,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1029,7,93,0.054454283,0.134337953
461,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,958,0,100,0.033866204,0.00761972
463,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,918,5,95,0.045173782,0.096487799
462,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1012,0,100,0.034214243,0.005305057
464,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,958,4,96,0.035656778,0.001561024
465,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,942,3,97,0.044431084,0.094874443
466,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,917,1,99,0.045227609,0.095774219
467,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,923,4,96,0.035266663,0.003476229
468,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,930,5,95,0.054856291,0.134795863
469,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,938,4,96,0.045051524,0.095949549
470,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,968,7,93,0.055448862,0.135152796
471,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1178,4,96,0.044447751,0.096180442
472,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,989,6,94,0.065293036,0.164134112
473,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,934,4,96,0.045070452,0.095967899
474,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,933,7,93,0.06436593,0.163793727
475,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,978,2,98,0.045135517,0.094399904
476,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,925,7,93,0.035243729,0.003176615
477,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1026,5,95,0.07390511,0.188618245
478,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,916,5,95,0.044944451,0.095958858
480,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,893,5,95,0.04459513,0.095716751
479,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,893,4,96,0.044738984,0.096502903
481,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,910,7,93,0.045091261,0.095694014
483,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,911,5,95,0.065025582,0.163943805
484,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,928,4,96,0.045182181,0.095507753
482,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1056,5,95,0.044234399,0.09617096
485,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,902,2,98,0.034767842,0.005493313
486,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,886,5,95,0.034827679,0.004342812
488,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,905,5,95,0.045002877,0.095903679
487,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,932,7,93,0.064535147,0.163983582
489,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,940,5,95,0.044860322,0.09553238
492,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,876,6,94,0.063663081,0.164091019
490,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,990,4,96,0.034848154,0.004677028
491,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,985,5,95,0.054675641,0.135186038
494,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,914,4,96,0.044659571,0.09629086
501,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,918,4,96,0.034796268,0.00522257
502,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,903,4,96,0.045979873,0.095747348
493,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1193,5,95,0.044138696,0.096224401
495,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,957,1,99,0.035698087,0.002260993
503,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,942,4,96,0.035140177,0.003871122
504,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,918,5,95,0.047150704,0.096562683
496,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,1023,5,95,0.054815437,0.134452991
505,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,990,5,95,0.055220084,0.134320367
506,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,904,5,95,0.045232224,0.095546404
507,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,918,7,93,0.067150561,0.164512636
497,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,929,6,94,0.054807554,0.134894676
508,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,925,3,97,0.034789013,0.00498354
509,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,947,4,96,0.03546072,0.001864206
511,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,915,5,95,0.057298883,0.134837658
510,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,1011,2,98,0.034278479,0.00621907
512,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,928,4,96,0.035297446,0.002753856
513,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,1067,3,97,0.034890387,0.004328092
514,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,988,5,95,0.045119571,0.096138926
515,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,886,3,97,0.055359315,0.134748678
516,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,962,5,95,0.045478007,0.096094249
499,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,905,8,92,0.044660446,0.095136382
517,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,975,5,95,0.044499363,0.096658718
498,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,933,5,95,0.055025189,0.135083923
518,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,1016,6,94,0.03448729,0.00512208
519,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,921,5,95,0.045359463,0.095494329
520,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,934,5,95,0.045689864,0.097190535
500,0.1,5,100,random,FALSE,FALSE,FALSE,erdos-renyi,922,7,93,0.045060398,0.096437127
521,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,889,2,98,0.055036404,0.135145432
523,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,912,4,96,0.055098892,0.134997048
524,0.1,5,100,random,FALSE,FALSE,FALSE,small-world,913,6,94,0.055579034,0.134271238
